dataset,term,method,report_label,inference_seconds,query_retrieval_seconds,datastore_preprocessing_seconds,timing_policy,fallback_count,alternative,alternative_weight,grid_rows,fallback_rate,MSE_mean,MSE_variance,MSE_std,MSE_dispersion_ddof,MSE_finite_values,MSE_evaluation_values,MSE_total_values,MAE_mean,MAE_variance,MAE_std,MAE_dispersion_ddof,MAE_finite_values,MAE_evaluation_values,MAE_total_values,RMSE_mean,RMSE_variance,RMSE_std,RMSE_dispersion_ddof,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,MAPE_mean,MAPE_variance,MAPE_std,MAPE_dispersion_ddof,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,sMAPE_mean,sMAPE_variance,sMAPE_std,sMAPE_dispersion_ddof,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values,MASE_mean,MASE_variance,MASE_std,MASE_dispersion_ddof,MASE_finite_values,MASE_evaluation_values,MASE_total_values,ND_mean,ND_variance,ND_std,ND_dispersion_ddof,ND_finite_values,ND_evaluation_values,ND_total_values,CRPS_mean,CRPS_variance,CRPS_std,CRPS_dispersion_ddof,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,seasonal_MASE_mean,seasonal_MASE_variance,scaled_MASE_mean,scaled_MASE_std,scaled_MASE_variance,MASE_variance_ratio_to_seasonal
Water_Quality_Darwin/15T,short,scope_selector,scope_selector,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,vanilla_multivariate,1.0,3780.0,0.0,2.0380336788241458,260.7681777541303,16.14831810914469,0.0,3780.0,3780.0,3780.0,0.4175622038596492,1.314582380879772,1.1465523890689742,0.0,3780.0,3780.0,3780.0,0.4994945279219773,1.7885388954001469,1.3373626641267307,0.0,3780.0,3780.0,3780.0,0.05217961085267132,0.012357671461746688,0.11116506403428501,0.0,3780.0,3780.0,3780.0,0.049300366544035294,0.00811831551105789,0.09010169538392654,0.0,3780.0,3780.0,3780.0,0.6094824398393609,0.5858826419691493,0.7654297106652899,0.0,3780.0,3780.0,3780.0,0.050341828501537206,0.009460392582081253,0.09726454946218202,0.0,3780.0,3780.0,3780.0,0.050341828501537206,0.009460392582081253,0.09726454946218202,0.0,3780.0,3780.0,3780.0,1.0871610587899843,1.3381496638898256,0.5606183508060139,0.7040628474287122,0.49570449312942594,0.4378304294200286
Water_Quality_Darwin/15T,short,scope_mix,scope_mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,vanilla_multivariate,0.509493670886076,3780.0,0.0,2.011831513412513,251.33686462524224,15.853607306390627,0.0,3780.0,3780.0,3780.0,0.4139315744400101,1.2932458337700146,1.1372096701004677,0.0,3780.0,3780.0,3780.0,0.4954658936126711,1.76634506167911,1.3290391497917247,0.0,3780.0,3780.0,3780.0,0.051781434330640995,0.012815802433609904,0.11320690099817195,0.0,3780.0,3780.0,3780.0,0.04889274913741978,0.008047612980182653,0.0897084888969971,0.0,3780.0,3780.0,3780.0,0.6004454868058595,0.568714608022963,0.7541316914325793,0.0,3780.0,3780.0,3780.0,0.04981871006403368,0.009330478817008164,0.09659440365263489,0.0,3780.0,3780.0,3780.0,0.04981871006403368,0.009330478817008164,0.09659440365263489,0.0,3780.0,3780.0,3780.0,1.0871610587899843,1.3381496638898256,0.5523059181996073,0.6936706252815307,0.4811789363784697,0.42500074795055753
Water_Quality_Darwin/15T,short,top5_mix,top5_mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top_k_5,0.5442037470725996,3780.0,0.0,2.0140416185344496,242.25116117205081,15.564419718449217,0.0,3780.0,3780.0,3780.0,0.413966445032367,1.2886948638110545,1.1352069695923535,0.0,3780.0,3780.0,3780.0,0.4958631402262283,1.7681613646994334,1.3297222885623274,0.0,3780.0,3780.0,3780.0,0.051358978329542594,0.012897040355419453,0.11356513705983651,0.0,3780.0,3780.0,3780.0,0.04824878310252857,0.007859451054008119,0.0886535450729869,0.0,3780.0,3780.0,3780.0,0.5915991194838555,0.5525843820481521,0.7433601967069209,0.0,3780.0,3780.0,3780.0,0.04924774138231427,0.009253080500879349,0.09619293373673218,0.0,3780.0,3780.0,3780.0,0.04924774138231427,0.009253080500879349,0.09619293373673218,0.0,3780.0,3780.0,3780.0,1.0871610587899843,1.3381496638898256,0.5441687914597569,0.6837627145459796,0.46753144980328665,0.4129466209645502
Water_Quality_Darwin/15T,short,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.18149882903981265,3780.0,0.0,2.182128972165421,270.9385841951714,16.460212155229694,0.0,3780.0,3780.0,3780.0,0.4377840758388416,1.4180017539110032,1.190798788171622,0.0,3780.0,3780.0,3780.0,0.5187208156985047,1.9130576875264993,1.3831332862477497,0.0,3780.0,3780.0,3780.0,0.05448247293854058,0.015018357282716766,0.12254940751679204,0.0,3780.0,3780.0,3780.0,0.05098996658074664,0.009059362384228685,0.09518068283127983,0.0,3780.0,3780.0,3780.0,0.6206562171094868,0.5994519619141104,0.7742428313611373,0.0,3780.0,3780.0,3780.0,0.05201628320916382,0.01063729984643916,0.10313728640234412,0.0,3780.0,3780.0,3780.0,0.05201628320916382,0.01063729984643916,0.10313728640234412,0.0,3780.0,3780.0,3780.0,1.0871610587899843,1.3381496638898256,0.5708962918523593,0.7121693930270768,0.5071852443645549,0.4479707898827865
Water_Quality_Darwin/15T,medium,vanilla_univariate,vanilla_univariate,2.790867734933272,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.356499681911157,334.4480779338773,18.28792164063148,0.0,630.0,630.0,630.0,0.5678276312331102,1.7157718920839313,1.3098747619844926,0.0,630.0,630.0,630.0,0.7336453662458945,2.8182641584970844,1.678768643529264,0.0,630.0,630.0,630.0,0.06854437002225369,0.014745502785797615,0.12143106186556064,0.0,630.0,630.0,630.0,0.0642191683415395,0.010646739222229109,0.10318303747336142,0.0,630.0,630.0,630.0,0.8815112751312864,0.7740750744312059,0.8798153638299379,0.0,630.0,630.0,630.0,0.0632396525647071,0.010309859456907336,0.10153747809014825,0.0,630.0,630.0,630.0,0.0632396525647071,0.010309859456907336,0.10153747809014825,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.8093014684980977,0.8077444793303533,0.6524511438886637,0.893641423030202
Water_Quality_Darwin/15T,medium,vanilla_multivariate,vanilla_multivariate,3.021616520360112,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.2556539701352087,351.6152635545745,18.751406975333197,0.0,630.0,630.0,630.0,0.5577785019225757,1.699414987527862,1.3036161196946983,0.0,630.0,630.0,630.0,0.7191915835490631,2.7384174362873996,1.6548164358282762,0.0,630.0,630.0,630.0,0.06812569552373078,0.014527529508303579,0.12053020164383522,0.0,630.0,630.0,630.0,0.06380224961926102,0.010546484792427663,0.10269607973251785,0.0,630.0,630.0,630.0,0.8597502769537473,0.7240182474716516,0.8508926180615575,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7893230424950453,0.7811909668754375,0.6102593267277809,0.8358526431636204
Water_Quality_Darwin/15T,medium,self_augmentation,self_augmentation,8.939602840691805,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.4213212033001668,330.97505395320377,18.1927198063732,0.0,630.0,630.0,630.0,0.5748497052408769,1.7488829529056371,1.3224533840198818,0.0,630.0,630.0,630.0,0.7418072636189997,2.8710431869422584,1.6944152935282006,0.0,630.0,630.0,630.0,0.0698418934441539,0.015057950301556546,0.12271084019578933,0.0,630.0,630.0,630.0,0.06568075580378561,0.011188080984081692,0.1057737253956846,0.0,630.0,630.0,630.0,0.8862491896386195,0.7706884911389339,0.8778886553196447,0.0,630.0,630.0,630.0,0.06487347004687032,0.010876770626336045,0.10429175723102975,0.0,630.0,630.0,630.0,0.06487347004687032,0.010876770626336045,0.10429175723102975,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.8136512723821513,0.8059755989192482,0.6495966660532408,0.8897317362149534
Water_Quality_Darwin/15T,medium,top_k_1,top_k_1,6.260578909888864,1.7705710839945823,0.9194489230867475,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.1682165493538545,299.8599613473456,17.316465036125173,0.0,630.0,630.0,630.0,0.5579552849197884,1.6135355289214068,1.2702501835943212,0.0,630.0,630.0,630.0,0.7235212802189642,2.6447335064241653,1.6262636644849953,0.0,630.0,630.0,630.0,0.06784979935705684,0.01466726408098873,0.1211084806319885,0.0,630.0,630.0,630.0,0.06328131088960244,0.010729483495729532,0.10358322014558889,0.0,630.0,630.0,630.0,0.8656395346969533,0.7628755946644621,0.8734274982300833,0.0,630.0,630.0,630.0,0.06247080522860739,0.010402943357483348,0.10199482024830157,0.0,630.0,630.0,630.0,0.06247080522860739,0.010402943357483348,0.10199482024830157,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7947298762751697,0.801879881614617,0.6430113445382721,0.8807120323721898
Water_Quality_Darwin/15T,medium,top_k_5,top_k_5,20.939788199961185,1.7705710839945823,0.9194489230867475,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.3499247340958593,401.90552175217454,20.04758144395913,0.0,630.0,630.0,630.0,0.5699578642846281,1.7836112770236352,1.3355191039530792,0.0,630.0,630.0,630.0,0.7314777774026181,2.814864995261986,1.6777559403149154,0.0,630.0,630.0,630.0,0.06763063588127566,0.014577406025547865,0.12073692900495633,0.0,630.0,630.0,630.0,0.06249893613337945,0.010416398479496726,0.10206075876406527,0.0,630.0,630.0,630.0,0.88894062941584,0.7684993626253901,0.8766409542254971,0.0,630.0,630.0,630.0,0.06204876906794009,0.010427125314804532,0.1021132964642927,0.0,630.0,630.0,630.0,0.06204876906794009,0.010427125314804532,0.1021132964642927,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.8161222403952992,0.8048301044074623,0.6477514969605266,0.8872044672398133
Water_Quality_Darwin/15T,medium,top_k_10,top_k_10,40.86440533027053,1.7705710839945823,0.9194489230867475,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.417623969901503,425.12279130218565,20.618506039531226,0.0,630.0,630.0,630.0,0.5668207450900519,1.8670994469626583,1.3664184743198762,0.0,630.0,630.0,630.0,0.7250921597975727,2.891865329701595,1.7005485378846423,0.0,630.0,630.0,630.0,0.06776296186627874,0.014566785351293094,0.1206929382826232,0.0,630.0,630.0,630.0,0.06266020737045472,0.010663642604092381,0.10326491468108799,0.0,630.0,630.0,630.0,0.8764476636862095,0.7334648050214755,0.8564255980652817,0.0,630.0,630.0,630.0,0.061953135812049316,0.010368615925513731,0.10182640092585876,0.0,630.0,630.0,630.0,0.061953135812049316,0.010368615925513731,0.10182640092585876,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.804652647440427,0.7862707077346996,0.6182216258416254,0.8467583490962968
Water_Quality_Darwin/15T,medium,top_k_15,top_k_15,60.552959483116865,1.7705710839945823,0.9194489230867475,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.472537828769617,444.12017036943865,21.074158829463126,0.0,630.0,630.0,630.0,0.5678381220312264,1.9001856597669013,1.3784722194396597,0.0,630.0,630.0,630.0,0.7251828604272024,2.9466476477122376,1.7165802188398414,0.0,630.0,630.0,630.0,0.06804801020562708,0.015106276304338022,0.1229075925414619,0.0,630.0,630.0,630.0,0.06294949539984415,0.010881384617124474,0.10431387547744775,0.0,630.0,630.0,630.0,0.8712189096720706,0.7174997732131374,0.8470535834368079,0.0,630.0,630.0,630.0,0.062205181623506536,0.010646134967225792,0.10318010935846983,0.0,630.0,630.0,630.0,0.062205181623506536,0.010646134967225792,0.10318010935846983,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.799852211619084,0.7776664103018848,0.6047650457118194,0.8283273025283535
Water_Quality_Darwin/15T,medium,top_k_20,top_k_20,81.04771110601723,1.7705710839945823,0.9194489230867475,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,630.0,0.0,3.445720410320611,421.50603021429845,20.53061202727036,0.0,630.0,630.0,630.0,0.5669351549350605,1.8904168823873422,1.374924318785344,0.0,630.0,630.0,630.0,0.723624794669028,2.9220875668608186,1.7094114679797894,0.0,630.0,630.0,630.0,0.06820196913008836,0.015603033282523035,0.12491210222601745,0.0,630.0,630.0,630.0,0.06273856921196788,0.010916293615906151,0.10448106821767354,0.0,630.0,630.0,630.0,0.8688595779156072,0.7124751796787546,0.8440824483892285,0.0,630.0,630.0,630.0,0.06223253090140218,0.010914906048433964,0.10447442772484548,0.0,630.0,630.0,630.0,0.06223253090140218,0.010914906048433964,0.10447442772484548,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7976861466928065,0.7749386585136231,0.6005299244588937,0.822526592668895
Water_Quality_Darwin/15T,medium,selected_task,selected_task,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,,,630.0,0.0,3.2556539701352087,351.6152635545745,18.751406975333197,0.0,630.0,630.0,630.0,0.5577785019225757,1.699414987527862,1.3036161196946983,0.0,630.0,630.0,630.0,0.7191915835490631,2.7384174362873996,1.6548164358282762,0.0,630.0,630.0,630.0,0.06812569552373078,0.014527529508303579,0.12053020164383522,0.0,630.0,630.0,630.0,0.06380224961926102,0.010546484792427663,0.10269607973251785,0.0,630.0,630.0,630.0,0.8597502769537473,0.7240182474716516,0.8508926180615575,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7893230424950453,0.7811909668754375,0.6102593267277809,0.8358526431636204
Water_Quality_Darwin/15T,medium,selected_per_variate,selected_per_variate,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,,,630.0,0.0,3.481783411361072,428.596033114989,20.702561027925725,0.0,630.0,630.0,630.0,0.5682263558654119,1.9018238152310132,1.3790662838424457,0.0,630.0,630.0,630.0,0.7295362152748417,2.9495603219635322,1.7174284037372656,0.0,630.0,630.0,630.0,0.06678091594643233,0.013901411382473538,0.11790424666852987,0.0,630.0,630.0,630.0,0.06292081790178952,0.010616011112701848,0.10303402890648239,0.0,630.0,630.0,630.0,0.869551447770524,0.755065604605336,0.868945110237313,0.0,630.0,630.0,630.0,0.0619309402622563,0.01014854267152416,0.10073997553863193,0.0,630.0,630.0,630.0,0.0619309402622563,0.01014854267152416,0.10073997553863193,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7983213413923982,0.7977646725557347,0.6364284727779584,0.8716956838798713
Water_Quality_Darwin/15T,medium,scope_selector,scope_selector,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,vanilla_multivariate,1.0,630.0,0.0,3.2556539701352087,351.6152635545745,18.751406975333197,0.0,630.0,630.0,630.0,0.5577785019225757,1.699414987527862,1.3036161196946983,0.0,630.0,630.0,630.0,0.7191915835490631,2.7384174362873996,1.6548164358282762,0.0,630.0,630.0,630.0,0.06812569552373078,0.014527529508303579,0.12053020164383522,0.0,630.0,630.0,630.0,0.06380224961926102,0.010546484792427663,0.10269607973251785,0.0,630.0,630.0,630.0,0.8597502769537473,0.7240182474716516,0.8508926180615575,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7893230424950453,0.7811909668754375,0.6102593267277809,0.8358526431636204
