dataset,term,method,report_label,inference_seconds,query_retrieval_seconds,datastore_preprocessing_seconds,timing_policy,fallback_count,grid_rows,fallback_rate,MSE_mean,MSE_variance,MSE_std,MSE_dispersion_ddof,MSE_finite_values,MSE_evaluation_values,MSE_total_values,MAE_mean,MAE_variance,MAE_std,MAE_dispersion_ddof,MAE_finite_values,MAE_evaluation_values,MAE_total_values,RMSE_mean,RMSE_variance,RMSE_std,RMSE_dispersion_ddof,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,MAPE_mean,MAPE_variance,MAPE_std,MAPE_dispersion_ddof,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,sMAPE_mean,sMAPE_variance,sMAPE_std,sMAPE_dispersion_ddof,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values,MASE_mean,MASE_variance,MASE_std,MASE_dispersion_ddof,MASE_finite_values,MASE_evaluation_values,MASE_total_values,ND_mean,ND_variance,ND_std,ND_dispersion_ddof,ND_finite_values,ND_evaluation_values,ND_total_values,CRPS_mean,CRPS_variance,CRPS_std,CRPS_dispersion_ddof,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,seasonal_MASE_mean,seasonal_MASE_variance,scaled_MASE_mean,scaled_MASE_std,scaled_MASE_variance,MASE_variance_ratio_to_seasonal
Water_Quality_Darwin/15T,medium,vanilla_multivariate,vanilla_multivariate,3.021430755034089,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.2556539701352087,351.6152635545745,18.751406975333197,0.0,630.0,630.0,630.0,0.5577785019225757,1.699414987527862,1.3036161196946983,0.0,630.0,630.0,630.0,0.7191915835490631,2.7384174362873996,1.6548164358282762,0.0,630.0,630.0,630.0,0.06812569552373078,0.014527529508303579,0.12053020164383522,0.0,630.0,630.0,630.0,0.06380224961926102,0.010546484792427663,0.10269607973251785,0.0,630.0,630.0,630.0,0.8597502769537473,0.7240182474716516,0.8508926180615575,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7893230424950453,0.7811909668754375,0.6102593267277809,0.8358526431636204
Water_Quality_Darwin/15T,medium,self_augmentation,self_augmentation,8.930399921257049,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.4213212033001668,330.97505395320377,18.1927198063732,0.0,630.0,630.0,630.0,0.5748497052408769,1.7488829529056371,1.3224533840198818,0.0,630.0,630.0,630.0,0.7418072636189997,2.8710431869422584,1.6944152935282006,0.0,630.0,630.0,630.0,0.0698418934441539,0.015057950301556546,0.12271084019578933,0.0,630.0,630.0,630.0,0.06568075580378561,0.011188080984081692,0.1057737253956846,0.0,630.0,630.0,630.0,0.8862491896386195,0.7706884911389339,0.8778886553196447,0.0,630.0,630.0,630.0,0.06487347004687032,0.010876770626336045,0.10429175723102975,0.0,630.0,630.0,630.0,0.06487347004687032,0.010876770626336045,0.10429175723102975,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.8136512723821513,0.8059755989192482,0.6495966660532408,0.8897317362149534
Water_Quality_Darwin/15T,medium,top_k_1,top_k_1,6.242817941121757,0.9141253470443189,0.892228860873729,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.1682165493538545,299.8599613473456,17.316465036125173,0.0,630.0,630.0,630.0,0.5579552849197884,1.6135355289214068,1.2702501835943212,0.0,630.0,630.0,630.0,0.7235212802189642,2.6447335064241653,1.6262636644849953,0.0,630.0,630.0,630.0,0.06784979935705684,0.01466726408098873,0.1211084806319885,0.0,630.0,630.0,630.0,0.06328131088960244,0.010729483495729532,0.10358322014558889,0.0,630.0,630.0,630.0,0.8656395346969533,0.7628755946644621,0.8734274982300833,0.0,630.0,630.0,630.0,0.06247080522860739,0.010402943357483348,0.10199482024830157,0.0,630.0,630.0,630.0,0.06247080522860739,0.010402943357483348,0.10199482024830157,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7947298762751697,0.801879881614617,0.6430113445382721,0.8807120323721898
Water_Quality_Darwin/15T,medium,top_k_5,top_k_5,20.998884149361402,0.9141253470443189,0.892228860873729,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.3499247340958593,401.90552175217454,20.04758144395913,0.0,630.0,630.0,630.0,0.5699578642846281,1.7836112770236352,1.3355191039530792,0.0,630.0,630.0,630.0,0.7314777774026181,2.814864995261986,1.6777559403149154,0.0,630.0,630.0,630.0,0.06763063588127566,0.014577406025547865,0.12073692900495633,0.0,630.0,630.0,630.0,0.06249893613337945,0.010416398479496726,0.10206075876406527,0.0,630.0,630.0,630.0,0.88894062941584,0.7684993626253901,0.8766409542254971,0.0,630.0,630.0,630.0,0.06204876906794009,0.010427125314804532,0.1021132964642927,0.0,630.0,630.0,630.0,0.06204876906794009,0.010427125314804532,0.1021132964642927,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.8161222403952992,0.8048301044074623,0.6477514969605266,0.8872044672398133
Water_Quality_Darwin/15T,medium,top_k_10,top_k_10,40.89128895616159,0.9141253470443189,0.892228860873729,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.417623969901503,425.12279130218565,20.618506039531226,0.0,630.0,630.0,630.0,0.5668207450900519,1.8670994469626583,1.3664184743198762,0.0,630.0,630.0,630.0,0.7250921597975727,2.891865329701595,1.7005485378846423,0.0,630.0,630.0,630.0,0.06776296186627874,0.014566785351293094,0.1206929382826232,0.0,630.0,630.0,630.0,0.06266020737045472,0.010663642604092381,0.10326491468108799,0.0,630.0,630.0,630.0,0.8764476636862095,0.7334648050214755,0.8564255980652817,0.0,630.0,630.0,630.0,0.061953135812049316,0.010368615925513731,0.10182640092585876,0.0,630.0,630.0,630.0,0.061953135812049316,0.010368615925513731,0.10182640092585876,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.804652647440427,0.7862707077346996,0.6182216258416254,0.8467583490962968
Water_Quality_Darwin/15T,medium,top_k_15,top_k_15,60.80477717611939,0.9141253470443189,0.892228860873729,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,630.0,0.0,3.472537828042056,444.1201703738835,21.074158829568585,0.0,630.0,630.0,630.0,0.5678381217789317,1.900185659805688,1.3784722194537284,0.0,630.0,630.0,630.0,0.7251828598645288,2.946647647800759,1.7165802188656256,0.0,630.0,630.0,630.0,0.06804801020422334,0.015106276304521195,0.12290759254220707,0.0,630.0,630.0,630.0,0.06294949539841119,0.010881384617296838,0.10431387547827392,0.0,630.0,630.0,630.0,0.8712189095841896,0.7174997733362063,0.8470535835094533,0.0,630.0,630.0,630.0,0.062205181622062455,0.010646134967397334,0.1031801093593011,0.0,630.0,630.0,630.0,0.062205181622062455,0.010646134967397334,0.1031801093593011,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7998522115384018,0.7776664103685793,0.6047650458155515,0.8283273026704321
Water_Quality_Darwin/15T,medium,selected_task,selected_task,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,630.0,0.0,3.2556539701352087,351.6152635545745,18.751406975333197,0.0,630.0,630.0,630.0,0.5577785019225757,1.699414987527862,1.3036161196946983,0.0,630.0,630.0,630.0,0.7191915835490631,2.7384174362873996,1.6548164358282762,0.0,630.0,630.0,630.0,0.06812569552373078,0.014527529508303579,0.12053020164383522,0.0,630.0,630.0,630.0,0.06380224961926102,0.010546484792427663,0.10269607973251785,0.0,630.0,630.0,630.0,0.8597502769537473,0.7240182474716516,0.8508926180615575,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,0.06323870932050128,0.010392712202598667,0.10194465264347448,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7893230424950453,0.7811909668754375,0.6102593267277809,0.8358526431636204
Water_Quality_Darwin/15T,medium,selected_per_variate,selected_per_variate,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,630.0,0.0,3.4818489844957683,428.5955802642889,20.702550090853276,0.0,630.0,630.0,630.0,0.5684312184171263,1.9016390216813421,1.378999282697907,0.0,630.0,630.0,630.0,0.7297820202353199,2.9492671874370235,1.717343060496948,0.0,630.0,630.0,630.0,0.06678870751454187,0.0139004406822981,0.11790013011993711,0.0,630.0,630.0,630.0,0.06292862304644235,0.010615099200014423,0.10302960351284685,0.0,630.0,630.0,630.0,0.870766909954254,0.7546400823661333,0.8687002258352033,0.0,630.0,630.0,630.0,0.061938755892034944,0.01014764507177671,0.10073552040753406,0.0,630.0,630.0,630.0,0.061938755892034944,0.01014764507177671,0.10073552040753406,0.0,630.0,630.0,630.0,1.0892248555624096,0.8662032158339698,0.7994372378737564,0.7975398480845898,0.6360698092827906,0.8712044339844377
Water_Quality_Darwin/15T,long,vanilla_univariate,vanilla_univariate,1.0750914099626243,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,9.03044960252863,2589.3070785243153,50.88523438606052,0.0,210.0,210.0,210.0,0.9201136129363544,5.037845806751657,2.244514603817863,0.0,210.0,210.0,210.0,1.170925959910194,7.6593819989370235,2.7675588519373937,0.0,210.0,210.0,210.0,0.09621794401759269,0.02473367057404737,0.15726942033989752,0.0,210.0,210.0,210.0,0.09399204069182844,0.02366188325681839,0.15382419594075047,0.0,210.0,210.0,210.0,1.3525939885798965,1.5195709469838654,1.2327087843379172,0.0,210.0,210.0,210.0,0.08879184212517381,0.019131236863501256,0.13831571444886967,0.0,210.0,210.0,210.0,0.08879184212517381,0.019131236863501256,0.13831571444886967,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8500306255022984,0.7746893952360949,0.6001436590912664,0.9959192395641245
Water_Quality_Darwin/15T,long,vanilla_multivariate,vanilla_multivariate,1.0292764250189066,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,7.774089220899714,1720.426090072334,41.47801936052798,0.0,210.0,210.0,210.0,0.880839476200818,4.1547944899584435,2.0383313003431125,0.0,210.0,210.0,210.0,1.126294425301489,6.505550088434504,2.5505979864405335,0.0,210.0,210.0,210.0,0.0993560328374752,0.03294914845095354,0.18151900300231252,0.0,210.0,210.0,210.0,0.09300492669708144,0.024706379681124994,0.15718263161407175,0.0,210.0,210.0,210.0,1.3438600522974593,1.4403531670144538,1.2001471439013025,0.0,210.0,210.0,210.0,0.08929600025541762,0.02120709505246566,0.14562656025761805,0.0,210.0,210.0,210.0,0.08929600025541762,0.02120709505246566,0.14562656025761805,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8445418288760085,0.7542262024218371,0.568857164419666,0.9440003006401545
Water_Quality_Darwin/15T,long,self_augmentation,self_augmentation,3.083294391166419,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,8.57763847017924,2083.2291298460004,45.64240495247813,0.0,210.0,210.0,210.0,0.9195266752584281,4.605099456097239,2.1459495464938683,0.0,210.0,210.0,210.0,1.1736808480936929,7.20011173699731,2.6833023938791003,0.0,210.0,210.0,210.0,0.09990942439868235,0.030194174260025467,0.17376470947814884,0.0,210.0,210.0,210.0,0.09361206480106124,0.023402239234999987,0.15297790440125655,0.0,210.0,210.0,210.0,1.3958466859685623,1.5400491609989437,1.2409871719719523,0.0,210.0,210.0,210.0,0.09040467672909304,0.02078997354424221,0.14418728634745231,0.0,210.0,210.0,210.0,0.09040467672909304,0.02078997354424221,0.14418728634745231,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8772125572026975,0.7798919046943082,0.6082313830077158,1.0093405591609546
Water_Quality_Darwin/15T,long,top_k_1,top_k_1,2.2500190008431673,0.334438637830317,0.8481886629015207,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,8.219452976548771,2229.218714327982,47.21460276575439,0.0,210.0,210.0,210.0,0.8666905864798493,4.498078468147624,2.1208673857994103,0.0,210.0,210.0,210.0,1.1123389074160448,6.982155131597249,2.6423767959163675,0.0,210.0,210.0,210.0,0.0944715412718665,0.0247300170899518,0.15725780454385022,0.0,210.0,210.0,210.0,0.09040784454861814,0.02191898764961948,0.1480506252929027,0.0,210.0,210.0,210.0,1.3158379323279212,1.456842806770446,1.2069974344506478,0.0,210.0,210.0,210.0,0.08529149643353176,0.01792582092536935,0.13388734415682965,0.0,210.0,210.0,210.0,0.08529149643353176,0.01792582092536935,0.13388734415682965,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8269314739825823,0.7585312317282633,0.5753696295071964,0.9548075285086987
Water_Quality_Darwin/15T,long,top_k_5,top_k_5,7.178534211590886,0.334438637830317,0.8481886629015207,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,6.843707407629487,1405.8880768641618,37.49517404765795,0.0,210.0,210.0,210.0,0.8202507192945006,3.516603262870008,1.8752608519536709,0.0,210.0,210.0,210.0,1.0520544017825828,5.736888943319379,2.3951803571588046,0.0,210.0,210.0,210.0,0.0929227776374085,0.024648781623764746,0.15699930453274227,0.0,210.0,210.0,210.0,0.08623288780537433,0.02028114201357897,0.14241187455257714,0.0,210.0,210.0,210.0,1.3264527351604707,1.3423648676328503,1.1586047072374817,0.0,210.0,210.0,210.0,0.0823181045633909,0.016951912478775435,0.13019951028623508,0.0,210.0,210.0,210.0,0.0823181045633909,0.016951912478775435,0.13019951028623508,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.833602291365712,0.7281190751387179,0.5301573875808618,0.879779256667178
Water_Quality_Darwin/15T,long,top_k_10,top_k_10,13.791031808126718,0.334438637830317,0.8481886629015207,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,6.620815321125454,1338.3349562741537,36.583260602004216,0.0,210.0,210.0,210.0,0.800416573525453,3.332208912682599,1.825433897100248,0.0,210.0,210.0,210.0,1.0359576785898381,5.547607009296205,2.3553358591284184,0.0,210.0,210.0,210.0,0.09093652158892883,0.02357089080596413,0.15352814336780124,0.0,210.0,210.0,210.0,0.08343746303150952,0.017979762691505776,0.13408863744369162,0.0,210.0,210.0,210.0,1.309676248794616,1.2480000428952156,1.1171392227002037,0.0,210.0,210.0,210.0,0.08030863220615608,0.015691000280364145,0.1252637229223375,0.0,210.0,210.0,210.0,0.08030863220615608,0.015691000280364145,0.1252637229223375,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8230591961577624,0.7020603080174885,0.492888676093611,0.8179330199509236
Water_Quality_Darwin/15T,long,top_k_15,top_k_15,20.454408837947994,0.334438637830317,0.8481886629015207,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,210.0,0.0,7.621034538620543,1890.7408925419354,43.48265047742531,0.0,210.0,210.0,210.0,0.835696556833769,4.074542791981124,2.018549675381095,0.0,210.0,210.0,210.0,1.0745924112569363,6.466285688289547,2.542889240271693,0.0,210.0,210.0,210.0,0.09437612089560911,0.0261546956905965,0.16172413453345946,0.0,210.0,210.0,210.0,0.0867056496262254,0.020197858989320208,0.142119171786639,0.0,210.0,210.0,210.0,1.33816355197567,1.401671910985448,1.1839222571543488,0.0,210.0,210.0,210.0,0.08309022916835444,0.017262485377897447,0.13138677778946192,0.0,210.0,210.0,210.0,0.08309022916835444,0.017262485377897447,0.13138677778946192,0.0,210.0,210.0,210.0,1.591229713377238,1.5257973604856987,0.8409618930101184,0.7440297571125563,0.5535802794689694,0.9186487978582304
