dataset,term,method,report_label,inference_seconds,query_retrieval_seconds,datastore_preprocessing_seconds,timing_policy,fallback_count,alternative,alternative_weight,grid_rows,fallback_rate,MSE_mean,MSE_variance,MSE_std,MSE_dispersion_ddof,MSE_finite_values,MSE_evaluation_values,MSE_total_values,MAE_mean,MAE_variance,MAE_std,MAE_dispersion_ddof,MAE_finite_values,MAE_evaluation_values,MAE_total_values,RMSE_mean,RMSE_variance,RMSE_std,RMSE_dispersion_ddof,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,MAPE_mean,MAPE_variance,MAPE_std,MAPE_dispersion_ddof,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,sMAPE_mean,sMAPE_variance,sMAPE_std,sMAPE_dispersion_ddof,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values,MASE_mean,MASE_variance,MASE_std,MASE_dispersion_ddof,MASE_finite_values,MASE_evaluation_values,MASE_total_values,ND_mean,ND_variance,ND_std,ND_dispersion_ddof,ND_finite_values,ND_evaluation_values,ND_total_values,CRPS_mean,CRPS_variance,CRPS_std,CRPS_dispersion_ddof,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,seasonal_MASE_mean,seasonal_MASE_variance,scaled_MASE_mean,scaled_MASE_std,scaled_MASE_variance,MASE_variance_ratio_to_seasonal
current_velocity/5T,long,vanilla_univariate,vanilla_univariate,3.3175303377211094,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,30.0,0.0,7.296008847034687,346.1358508364635,18.604726572472476,0.0,30.0,30.0,30.0,0.9679377069218794,3.6113024987787132,1.900342731924616,0.0,30.0,30.0,30.0,1.220247305915479,5.807005359440704,2.409772885448067,0.0,30.0,30.0,30.0,0.9375738051007599,2.4671752426438447,1.5707244324335967,0.0,30.0,30.0,30.0,0.5433951053822665,0.3894224617728203,0.6240372278741232,0.0,30.0,30.0,30.0,1.0664660027087778,0.386912313819764,0.6220227598888677,0.0,30.0,30.0,30.0,0.47268254419205485,0.34211992754131004,0.5849101875855045,0.0,30.0,30.0,30.0,0.47268254419205485,0.34211992754131004,0.5849101875855045,0.0,30.0,30.0,30.0,1.0927077660320532,0.29190573790947194,0.9759846464544065,0.5692489604495237,0.3240443789728635,1.3254700527324208
current_velocity/5T,long,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.3125,30.0,0.0,7.102866465728526,273.5583430009646,16.539599239430338,0.0,30.0,30.0,30.0,0.9656844607108925,3.580873049287516,1.8923194892214992,0.0,30.0,30.0,30.0,1.2076227637939094,5.644513726095285,2.3758185381243417,0.0,30.0,30.0,30.0,0.8600125777196279,1.5214707228417488,1.233479113257192,0.0,30.0,30.0,30.0,0.527184883538751,0.34611554984307424,0.5883158589083539,0.0,30.0,30.0,30.0,0.9543069820817395,0.17994732886503192,0.42420199064246733,0.0,30.0,30.0,30.0,0.45992310441304235,0.2850667267394966,0.5339164042614692,0.0,30.0,30.0,30.0,0.45992310441304235,0.2850667267394966,0.5339164042614692,0.0,30.0,30.0,30.0,1.0927077660320532,0.29190573790947194,0.8733414475007456,0.38821174684506077,0.15070836038849353,0.6164569773576652
current_velocity/10T,short,vanilla_univariate,vanilla_univariate,7.815288063138723,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,7200.0,0.0,7.9602077745147914,1783.8633423368146,42.235806400929704,0.0,7200.0,7200.0,7200.0,0.7883951246694888,4.473547885012045,2.115076330776751,0.0,7200.0,7200.0,7200.0,0.9841904982302081,6.991576837708166,2.644159003862696,0.0,7200.0,7200.0,7200.0,3153.9640067425767,8353215178.235625,91395.92539186649,0.0,7200.0,7200.0,7200.0,0.47703724892621496,0.3715310115054072,0.6095334375613919,0.0,7200.0,7200.0,7200.0,0.6437833342152073,0.17225346043174683,0.4150342882603157,0.0,7200.0,7200.0,7200.0,0.3664416593214981,0.23314341711933523,0.48284926956487695,0.0,7200.0,7200.0,7200.0,0.3664416593214981,0.23314341711933523,0.48284926956487695,0.0,7200.0,7200.0,7200.0,1.042604019237951,0.4807344590412708,0.6174763595154318,0.39807470583478866,0.1584634714254535,0.35831311276348293
current_velocity/10T,short,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.19325997248968363,7200.0,0.0,8.054108781540442,1754.9012783387625,41.89154184723645,0.0,7200.0,7200.0,7200.0,0.7983392316288249,4.625170711817591,2.1506210060858217,0.0,7200.0,7200.0,7200.0,0.9898398145188347,7.074325923133761,2.6597605010853442,0.0,7200.0,7200.0,7200.0,3726.002119008708,16028624436.012644,126604.20386390273,0.0,7200.0,7200.0,7200.0,0.465568406541462,0.3517782087430562,0.5931089349715246,0.0,7200.0,7200.0,7200.0,0.6313151031390697,0.1569368663820235,0.3961525796735691,0.0,7200.0,7200.0,7200.0,0.36437952123062334,0.2317874715143131,0.4814431134768812,0.0,7200.0,7200.0,7200.0,0.36437952123062334,0.2317874715143131,0.4814431134768812,0.0,7200.0,7200.0,7200.0,1.042604019237951,0.4807344590412708,0.6055176188563935,0.3799645621576643,0.14437306849566553,0.32645229280006854
current_velocity/10T,medium,vanilla_univariate,vanilla_univariate,16.068271478638053,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,900.0,0.0,11.358560202739941,1631.485500043318,40.39165136563889,0.0,900.0,900.0,900.0,1.047403436630247,5.380740162283042,2.319642248770927,0.0,900.0,900.0,900.0,1.368905246050626,9.484658630075016,3.0797172971029365,0.0,900.0,900.0,900.0,3522.439897133986,2300068861.228256,47959.0331556867,0.0,900.0,900.0,900.0,0.5790181715265819,0.38442777737377104,0.6200224007032094,0.0,900.0,900.0,900.0,1.002804784178818,0.22828756057004124,0.47779447524018237,0.0,900.0,900.0,900.0,0.40625033955334944,0.18173834880277007,0.42630780992467177,0.0,900.0,900.0,900.0,0.40625033955334944,0.18173834880277007,0.42630780992467177,0.0,900.0,900.0,900.0,1.0437112263446233,0.25305105017876023,0.9608067431553156,0.4577841678617906,0.2095663443449121,0.9021403404916692
current_velocity/10T,medium,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.3780487804878049,900.0,0.0,11.864609868702903,1676.9840050977134,40.950995166146,0.0,900.0,900.0,900.0,1.0607045326073707,6.117870130893536,2.473432863631745,0.0,900.0,900.0,900.0,1.365446543736386,10.000165604901259,3.1623038444939566,0.0,900.0,900.0,900.0,4977.496832741243,6264962686.904336,79151.51727480868,0.0,900.0,900.0,900.0,0.5356799639460527,0.327338625513874,0.57213514619701,0.0,900.0,900.0,900.0,0.9099601300491462,0.16047296996326763,0.40059077618346084,0.0,900.0,900.0,900.0,0.39815175576467304,0.19199452143562643,0.4381717944318489,0.0,900.0,900.0,900.0,0.39815175576467304,0.19199452143562643,0.4381717944318489,0.0,900.0,900.0,900.0,1.0437112263446233,0.25305105017876023,0.871850476530839,0.3838138041174903,0.14731303623113923,0.6341525547904519
current_velocity/10T,long,vanilla_univariate,vanilla_univariate,15.508052026852965,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,300.0,0.0,15.109273734439606,2426.773548585904,49.262293375216544,0.0,300.0,300.0,300.0,1.2841880203149132,7.6061834730819315,2.7579310131114467,0.0,300.0,300.0,300.0,1.6389144672829956,12.423233103370103,3.5246607075532963,0.0,300.0,300.0,300.0,3748.833165994565,1812990001.3129961,42579.22029949581,0.0,300.0,300.0,300.0,0.6637212679215372,0.4565769278393246,0.6757047638128094,0.0,300.0,300.0,300.0,1.3770162878763152,0.8212002210729676,0.9062009827146336,0.0,300.0,300.0,300.0,0.4700300850490661,0.2192391489171114,0.4682298035335976,0.0,300.0,300.0,300.0,0.4700300850490661,0.2192391489171114,0.4682298035335976,0.0,300.0,300.0,300.0,1.437499922931037,0.6433695275713929,0.9579244255322138,0.6304007174253656,0.39740506453041574,1.276405216412494
current_velocity/10T,long,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.40397350993377484,300.0,0.0,17.824241167561972,4926.609882343013,70.18981323769863,0.0,300.0,300.0,300.0,1.2815945209875155,9.287068314678368,3.047469165500837,0.0,300.0,300.0,300.0,1.6522483158961199,15.094316670180403,3.885140495552304,0.0,300.0,300.0,300.0,4954.777075022033,3597144941.469393,59976.20312648503,0.0,300.0,300.0,300.0,0.604081895913593,0.37375780765026184,0.6113573485697721,0.0,300.0,300.0,300.0,1.204262838617348,0.49643715855920995,0.7045829678321851,0.0,300.0,300.0,300.0,0.4586299165325669,0.23573310651508764,0.4855235385798382,0.0,300.0,300.0,300.0,0.4586299165325669,0.23573310651508764,0.4855235385798382,0.0,300.0,300.0,300.0,1.437499922931037,0.6433695275713929,0.8377481065612006,0.4901446995527853,0.24024182649969014,0.7716205652965461
current_velocity/15T,short,vanilla_univariate,vanilla_univariate,3.891447953879833,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,3600.0,0.0,6.184772213440408,519.2128200611687,22.786241902981033,0.0,3600.0,3600.0,3600.0,0.7491446422771472,3.649363989589941,1.9103308586708065,0.0,3600.0,3600.0,3600.0,0.912120393706035,5.352808600825956,2.3136137535954346,0.0,3600.0,3600.0,3600.0,122084.3245818133,9257550610355.127,3042622.324633001,0.0,3600.0,3600.0,3600.0,0.4684422178624991,0.32537644410604266,0.5704177803207423,0.0,3600.0,3600.0,3600.0,0.526443918550143,0.1479037626867161,0.38458258240164245,0.0,3600.0,3600.0,3600.0,0.39209183490061844,0.2452163824337583,0.49519327785598855,0.0,3600.0,3600.0,3600.0,0.39209183490061844,0.2452163824337583,0.49519327785598855,0.0,3600.0,3600.0,3600.0,0.9913714905166404,0.453088957404636,0.5310258803950411,0.3879298386936891,0.15048955974891162,0.3264342691861921
current_velocity/15T,short,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.12092391304347826,3600.0,0.0,6.194518465559323,497.24993809478553,22.299101732912597,0.0,3600.0,3600.0,3600.0,0.7559380084246843,3.6624985972899182,1.9137655544214183,0.0,3600.0,3600.0,3600.0,0.9173406339287908,5.353004626902447,2.313656116820831,0.0,3600.0,3600.0,3600.0,111340.91078301215,7149162284973.006,2673791.7430071114,0.0,3600.0,3600.0,3600.0,0.4771667381802723,0.33785200609286037,0.581250381585131,0.0,3600.0,3600.0,3600.0,0.5343341798940241,0.14624983161483773,0.38242624336574726,0.0,3600.0,3600.0,3600.0,0.395827845982681,0.2526162986857743,0.50260948925162,0.0,3600.0,3600.0,3600.0,0.395827845982681,0.2526162986857743,0.50260948925162,0.0,3600.0,3600.0,3600.0,0.9913714905166404,0.453088957404636,0.5389848154858304,0.38575473172670194,0.14880671304953977,0.3227839240501016
current_velocity/15T,medium,vanilla_univariate,vanilla_univariate,4.272125635296106,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,450.0,0.0,9.151213383340975,727.108984963114,26.964958463960482,0.0,450.0,450.0,450.0,0.9650126760233575,4.963568353967758,2.2279067202124416,0.0,450.0,450.0,450.0,1.2223704869430192,7.657023775991663,2.7671327716594414,0.0,450.0,450.0,450.0,139731.86685466827,2021857543183.383,1421920.3716043255,0.0,450.0,450.0,450.0,0.5753165636444765,0.38062209085376175,0.6169457762670572,0.0,450.0,450.0,450.0,0.7820132133808707,0.17060685147450663,0.4130458224876589,0.0,450.0,450.0,450.0,0.44320932425031395,0.2256852039115157,0.4750633683115503,0.0,450.0,450.0,450.0,0.44320932425031395,0.2256852039115157,0.4750633683115503,0.0,450.0,450.0,450.0,0.9924470867542217,0.20323056826444055,0.7879646419623532,0.41618926389165695,0.17321350337867925,0.8394743612216621
current_velocity/15T,medium,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.17511520737327188,450.0,0.0,9.278261026737288,733.940754715356,27.091340954544055,0.0,450.0,450.0,450.0,0.9780382929655065,5.027256119799563,2.2421543478983694,0.0,450.0,450.0,450.0,1.2342090854661207,7.754988960090172,2.7847780809411318,0.0,450.0,450.0,450.0,84410.06200951457,357317628867.6389,597760.5112983283,0.0,450.0,450.0,450.0,0.5834046853700804,0.38859847228555894,0.6233766696673521,0.0,450.0,450.0,450.0,0.7809188822893984,0.16282453097822683,0.40351521777775223,0.0,450.0,450.0,450.0,0.4498620392396323,0.23908138049667418,0.4889594875822272,0.0,450.0,450.0,450.0,0.4498620392396323,0.23908138049667418,0.4889594875822272,0.0,450.0,450.0,450.0,0.9924470867542217,0.20323056826444055,0.786861982580228,0.40658612752589224,0.16531227909650115,0.8011813004742574
current_velocity/15T,long,vanilla_univariate,vanilla_univariate,5.192630290985107,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,150.0,0.0,10.512322845279568,878.843989119149,29.64530298578763,0.0,150.0,150.0,150.0,1.060051727580076,5.623856831357051,2.3714672317696173,0.0,150.0,150.0,150.0,1.344209197323596,8.705424479110222,2.9504956327895524,0.0,150.0,150.0,150.0,130329.3529474019,565376110022.6779,751914.9619622406,0.0,150.0,150.0,150.0,0.5983556128491458,0.3791306822474963,0.6157358867627388,0.0,150.0,150.0,150.0,0.9309765491333069,0.22138572417202285,0.47051644410373467,0.0,150.0,150.0,150.0,0.46591840704250403,0.2284753851000551,0.4779909885134396,0.0,150.0,150.0,150.0,0.46591840704250403,0.2284753851000551,0.4779909885134396,0.0,150.0,150.0,150.0,1.1285984948447063,0.18788879728392668,0.8248961463141132,0.4169033064043534,0.17380836689088217,1.1782805966737737
current_velocity/15T,long,top1-horizon-mix,top1-horizon-mix,,,,assembled_from_candidate_artifacts_no_independent_selected_method_latency,0.0,top1_horizon,0.26973684210526316,150.0,0.0,10.641320686116764,806.2457667204662,28.394467185007475,0.0,150.0,150.0,150.0,1.0833134815291248,5.619081763253443,2.3704602429177,0.0,150.0,150.0,150.0,1.3710344328634403,8.761585270019587,2.9599975118265873,0.0,150.0,150.0,150.0,69663.46519029856,89480816000.42084,299133.4417954984,0.0,150.0,150.0,150.0,0.613663104916422,0.3928006732418775,0.6267381217397562,0.0,150.0,150.0,150.0,0.9402319702893404,0.22555969945731802,0.47493125761242333,0.0,150.0,150.0,150.0,0.4849401564139335,0.2746086594577673,0.5240311626781057,0.0,150.0,150.0,150.0,0.4849401564139335,0.2746086594577673,0.5240311626781057,0.0,150.0,150.0,150.0,1.1285984948447063,0.18788879728392668,0.8330969557235809,0.42081507266033813,0.17708532537812566,1.2004957332100288
current_velocity/H,short,vanilla_univariate,vanilla_univariate,3.89880252443254,0.0,0.0,measured_candidate_query_loop_precomputed_vanilla_fallback_separate_retrieval,0.0,,,3528.0,0.0,6.728454011761629,585.5946368493359,24.199062726670547,0.0,3528.0,3528.0,3528.0,0.8328298981004264,3.639871795396976,1.9078448038027034,0.0,3528.0,3528.0,3528.0,1.034119241068561,5.659051407013412,2.3788760806341744,0.0,3528.0,3528.0,3528.0,2160691041360.9495,1.2852270246003302e+27,35850063104551.58,0.0,3528.0,3528.0,3528.0,0.4753918510557046,0.2952527325018076,0.5433716338766752,0.0,3528.0,3528.0,3528.0,0.8281138846163344,0.23441513183227905,0.48416436447995537,0.0,3528.0,3528.0,3528.0,0.3649102820988478,0.19500340258018145,0.4415918959629824,0.0,3528.0,3528.0,3528.0,0.3649102820988478,0.19500340258018145,0.4415918959629824,0.0,3528.0,3528.0,3528.0,1.0337543563683367,0.3826492950103123,0.8010741425318545,0.4683553317065229,0.21935671673792703,0.612610907400108
